fto,sentence_type,speech_act,convo_num
-31.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
-125.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
175.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
105.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
-384.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
-38.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
126.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
-115.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
113.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
-359.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
-92.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3239
642.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
335.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
48.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
179.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
274.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
-71.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
253.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
172.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
-859.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
334.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
561.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
-665.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4784
190.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
343.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
122.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
272.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
653.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
-84.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
-450.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
-248.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
660.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
304.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
98.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
-633.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
140.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
-69.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
314.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4346
-537.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
-219.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
287.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
353.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
353.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
86.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
-432.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
177.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
287.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
-337.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
168.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
-857.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
-249.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
494.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
509.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
447.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
65.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
527.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
23.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
268.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
170.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
-65.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
99.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
610.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4319
493.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
185.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
-628.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
-716.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
224.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
167.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
207.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
266.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
923.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
417.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
2.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
931.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
235.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
98.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
-404.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
17.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
141.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
74.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
17.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
885.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
141.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
36.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
340.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
-281.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
70.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
247.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
613.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
-286.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
118.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
167.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
64.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
738.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2314
157.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
175.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
892.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
663.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
486.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
271.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
-447.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
-374.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
-655.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
341.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
78.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
244.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
-105.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
291.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
147.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
134.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
33.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3784
138.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-102.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-86.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
327.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
370.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
258.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
101.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
72.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-244.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
321.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-297.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
61.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
369.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-516.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
151.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
135.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-79.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
178.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
318.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-218.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
231.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-418.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-906.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
394.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-456.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-52.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-278.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
229.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
138.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
499.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-147.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-53.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-117.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-68.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-746.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-24.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-285.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-151.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
180.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
-252.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
259.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3076
126.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
-40.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
444.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
