directness,fto,convo_num
0.7661257217767116,-171.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.7547994609832369,-517.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.5323730594831527,-468.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.7313054098926701,278.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.11179284979925738,-137.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.5858034648626984,-382.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.7653208167113211,-52.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.6640153488586769,47.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.759094416171277,533.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.47617190314350866,195.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.8309677660600797,191.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.6279122188229879,12.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.8801964844208171,-28.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.7620251886470395,127.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.7302120200778168,-909.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.5149725565504711,558.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.46682763333472777,34.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.09361937159715923,-498.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.49210483954374845,724.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.21631484815411503,-504.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.32825087061875563,131.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.8513309428773648,-417.0,/home/chas/Projects/switchboard-pipeline/all-markup/2893
0.46492292882141495,516.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8300859704402609,469.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.17030770072859291,-178.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.11266035672039569,-7.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.7261013047295745,148.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8054847599780066,-328.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.12033859056900545,-350.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.7831500802352607,-732.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.5640804824789699,-438.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.06897559129723434,-202.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.6388708537762304,-144.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8112688296141684,530.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.04997434941488813,53.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.06663920573782045,267.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.11649432342611367,-370.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.6959600526049907,29.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.30246857201754407,170.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.09848599421305297,-5.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8608239793157675,211.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.19127851458806416,-531.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8152994326457125,-233.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.6662060964157496,-552.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8708205006035347,211.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.5295663674941714,177.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.03726758226879913,29.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.5972007678726855,-510.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8648787759067581,508.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.09182857095252603,-266.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.7676531423880745,-535.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8499933113000291,610.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.7775904075995191,-50.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.09094831072427316,87.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.03780249688724912,-566.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.6601984248441896,-131.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.7133168391769175,403.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.18522864774152956,-126.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8685386245421676,-827.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.7818206818382349,-100.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.6980279685076107,10.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.7572347847093829,154.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8392110526055292,300.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.6837607220841689,113.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8420660333957957,152.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.469889927381689,49.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.0741641833625033,-46.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.12316724670610245,171.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8187853762159748,106.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.08393873730021796,-87.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.20500398338187661,-64.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.21111143909542762,336.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.11846172589323266,-20.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.05035295963392112,25.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.06317214030703651,46.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8451124043701892,910.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.8196032419933619,-52.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.0768717878203132,766.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.10664995531713303,-580.0,/home/chas/Projects/switchboard-pipeline/all-markup/2620
0.7863279623483037,191.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8572835415000793,450.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.7245513065333318,-508.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.05453310204436762,163.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.04632718912255227,244.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8258541006418111,405.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.057611041155628324,214.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.4399510236448218,-44.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.801010315567208,75.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8052716413548642,298.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8574000164529144,-950.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8305958524117258,37.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.672388872038917,75.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.892676987274835,-178.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.6704534497363981,1.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.05263701421498213,479.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.583747180928139,-309.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.10861901612070639,-79.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.6395856036589529,38.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.06528451489229005,505.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8474061776455017,-106.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8628543803832942,-55.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.7796996272632967,275.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.6458007110366955,46.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8071029581755846,194.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.5856893717087965,-48.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.7184169219905865,-250.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.5535223355003513,-140.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.04920270856269933,316.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8452058173751019,18.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8902033380476864,238.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.8113458852956429,155.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.7780662507726825,-101.0,/home/chas/Projects/switchboard-pipeline/all-markup/2540
0.7648353163551042,688.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8250665167515219,-703.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7155076231905334,246.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7808330877447078,393.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.846206389917863,-188.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.821395957576655,512.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.697341394417075,215.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.5064910696465189,-407.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.3167514551454718,-611.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8477320785673462,-210.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.05634412727388815,-257.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.6773836474742679,316.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.6942358457157002,74.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.552894626668213,-17.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8090302686946829,404.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8193236769753498,-293.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.751852977844472,225.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.19815605715640106,177.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.20498601548503845,-172.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.46591875768421337,136.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.4838061405520927,-153.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.4121566816247559,239.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.35557961921266656,-194.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7060458694443276,-388.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.10771808538315084,-256.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7241479374643957,-247.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7943274492582885,106.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.1273839816055051,8.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7210787753009299,-153.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.08616473800518681,196.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8407522736145833,-946.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7174207794382748,356.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.1411154985311629,352.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8404723771375464,-74.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7565005243169763,-169.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7492731405571017,426.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8940535563945773,-283.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.5201579629639743,-61.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.777740711182934,7.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8636317977936091,-338.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8663537249885562,448.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8384919274039846,-433.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8117979570828444,88.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7806240534337285,-66.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8663094968406231,-8.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7832738153679092,-106.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.11788963521229838,-142.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.7112074992910828,-137.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8514820388845713,414.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8085682621943013,-839.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.06691994583159518,-63.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.515466533366251,-224.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.840945356813827,-615.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.6655327935288914,311.0,/home/chas/Projects/switchboard-pipeline/all-markup/2868
0.8613824821296692,-91.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7082344705148832,-21.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7021813841122269,-253.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7063732406403233,-326.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7075108112648884,-201.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.8212495922149814,129.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7175851598103747,423.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.4653312109111025,-20.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.5303261744054272,-140.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.33823934616179097,-825.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.09229008454530249,-284.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.8231374093510366,-123.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.6634551378817194,61.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.27592088605487475,-193.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.6622913790873857,-460.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.04868854594356676,-233.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.5294792022660305,617.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7454979025488825,-6.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7797139097111304,42.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7921250599694911,-190.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7334580676356446,231.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.44055392784452624,41.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7453131677747169,-255.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.11247759268106056,82.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.8372965602562037,-289.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.6898021170225072,-316.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.5281437247951087,-31.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.04824913844770087,-455.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.8288148152107623,-125.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.6988427281306135,175.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7567289397324757,105.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.4891512186397793,-859.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.8495640467526087,-384.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.561261499183329,-38.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.8381041753605409,126.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.8928721853459699,-115.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.7147488965944442,113.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.6817100335392182,-359.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.8356078865036751,-92.0,/home/chas/Projects/switchboard-pipeline/all-markup/3239
0.47875420780031397,524.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.6811011781189871,642.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.7425776842969551,335.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.8926191250121668,48.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.18442975883779358,179.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.8455120787621597,274.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.18957129316828789,282.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.6006411507413494,-71.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.698410997653834,253.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.6932950612285663,172.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.8360586657354544,-859.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.8084060453184067,334.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.8813653416914289,561.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.8911954888939689,-665.0,/home/chas/Projects/switchboard-pipeline/all-markup/4784
0.0589876340005082,999.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.39090764618207113,251.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.7218367262284533,190.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.046733111909569545,567.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.31674735164188184,343.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.06528392275361793,-238.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.07222731529516216,355.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.7398569765409375,122.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.8040179541422758,272.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.7265128838755999,653.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.8510566398914413,-84.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.8245700392083224,-450.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.7463680645850045,-248.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.830483270638923,660.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.8001248461224841,304.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.8584076782418908,98.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.706815739920241,-633.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.10641226964839133,-206.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.8768677239880536,140.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.05492057002226636,314.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.7011870435000489,-69.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.6996127635863488,314.0,/home/chas/Projects/switchboard-pipeline/all-markup/4346
0.8574871764090484,-537.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.45683049275506704,-301.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.859874460815167,-219.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.8668476420844798,287.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.7419309767294354,353.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.7416471085104228,353.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.8617999784098679,86.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.6419678060590145,-432.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.8808715779865538,177.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.7945316525795542,287.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.5363164519688141,-337.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.10443286492729155,-266.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.8109974615721861,168.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.6789441505212592,-857.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.059154442390292855,548.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.8983225054664444,-249.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.07969037189433056,323.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.6849697350992116,494.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.05380551919047908,486.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.5289426688204905,509.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.7223247599455912,447.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.6450348636894898,65.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.7791029470957574,527.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.7028883202470861,23.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.5821198323202014,268.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.06587595797139839,-66.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.8016787688768281,170.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.5727620742606334,-65.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.8727560224985884,99.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.8303844377614181,610.0,/home/chas/Projects/switchboard-pipeline/all-markup/4319
0.22771405317222593,647.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.7469071535409092,493.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.7626122747607417,185.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.9094168626922684,-628.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.4555273216357306,674.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.7874206950400273,-716.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.7534373110684014,224.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.8442276541906145,167.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.6541399932825626,207.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.7354648949911102,266.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.7776551970757029,923.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.7799799725159533,417.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.87547451875799,2.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
0.4074151599395779,40.0,/home/chas/Projects/switchboard-pipeline/all-markup/2314
